dialogue_id,fallacy,clip_path,ref_text,whisper_text,wer,ref_len,whisper_len
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/203.wav,We're doing this all around the world.,We're doing this all around the world.,0.0,7,7
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/218.wav,"Russia is still very unstable; they could go back to square one, and worse.",they could go back to square one and worse.,0.3571428571428571,14,9
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/243.wav,The end of the Cold War brings an incredible opportunity for change.,"The end of the Cold War brings an incredible opportunity for change. Winds of freedom blowing around the world, Russia demilitarizing.",0.75,12,21
21_1992,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/189.wav,"Since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.","since I became president, 43, 44 countries have gone democratic, no longer totalitarian, no longer living under dictatorship or communist rule.",0.0,21,21
21_1992,Slipperyslope,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/236.wav,"If we're not an economic superpower, we're a used to be and we will no longer be a force for good throughout the world.","If we're not an economic superpower, we're used to be, and we will no longer be a force for good throughout the world.",0.0416666666666666,24,23
21_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/420.wav,"And you know, according to my mother and my wife and my daughter, this world would be a lot better place if women were running it most of the time.","And according to my mother, my wife, and my daughter, this world would be a lot better place if women were running it most of the time.",0.1,30,27
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/534.wav,"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom.",They will live the American dream and I beg the American people anytime they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and there's only one person in the world like them and you will see this nation bloom.,0.1111111111111111,81,85
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/536.wav,"Now, finally, if you can't pay the bills you're dead in the water.","And finally, if you can't pay the bills, you're dead in the water.",0.0769230769230769,13,13
21_1992,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/562.wav,"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.","It happened because I could work with people, Republicans and Democrats.",0.6451612903225806,31,11
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/14.wav,"Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.",Nobody's been luckier than I've been. All the way across the spectrum and the greatest riches of all are my wife and children.,0.0,23,23
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/42.wav,"I talk to parents. I mean, you've got to care. Everybody cares if people aren't doing well.",I talk to parents.,0.7647058823529411,17,4
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/62.wav,"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.","I see people in my state, middle class people, their taxes have gone up in Washington and their services have gone down.",0.2413793103448276,29,22
21_1992,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/21_1992/66.wav,"And I've been out here for 13 months meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.","And I've been out here for 13 months, meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.",0.0,37,37
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/48.wav,"I remember getting my future back from doctors and nurses and a doctor in Chicago named Dr. Kalikian . And ever since that time, I've tried to give something back to my country, to the people who are watching us tonight.",I remember getting my future back from doctors and nurses and a doctor in Chicago named Dr. Kalikian.,0.55,40,18
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/50.wav,America is the greatest place on the face of the earth.,America is the greatest place in the face of the Earth.,0.0909090909090909,11,11
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/94.wav,"But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.","But I do think we are right when we try to, for example, give mothers and newborns 48 hours before they can be kicked out of the hospital, ending these drive-by deliveries.",0.0,32,32
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1068.wav,I'm proud of the fact that America is stronger and more prosperous and more secure than we were four years ago.,I'm proud of the fact that America is stronger and more prosperous and more secure than we were four years ago.,0.0,21,21
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1075.wav,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the Family and Medical Leave Act.,I think of the man who grabbed me by the shoulder once with tears in his eyes and said his daughter was dying of cancer and he thanked me for giving him a chance to spend some time with her without losing his job because of the family and medical leave act.,0.0,52,52
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1077.wav,"Folks, we can build that bridge to the 21st Century, big enough and strong enough for all of us to walk across, and I hope you will help me build it.","Folks, we can build that bridge to the 21st century, big enough and strong enough for all of us to walk across. And I hope that you will help me build it.",0.032258064516129,31,32
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1092.wav,"We are the greatest country on the face of the earth. We do more good things for more people in our communities, our neighborhoods, than anywhere that I know of.",We are the greatest country on the face of the earth.,0.6333333333333333,30,11
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/117.wav,They're working harder and higher and harder paying more taxes.,They're working harder and higher and harder and paying more taxes.,0.1,10,11
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/144.wav,"We ask the people that are viewing tonight, are you better off than you were four years ago.",We asked if people are viewing tonight. Are you better off than you were four years ago?,0.1666666666666666,18,17
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/156.wav,"First of all, remember that in this campaign season, since Senator Dole's been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.","First of all, remember that in this campaign season, since Senator Dole has been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members.",0.0555555555555555,36,37
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/165.wav,But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine.,But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine.,0.0,25,25
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/181.wav,You've already spent $45 million scaring seniors and tearing me apart.,You've already spent $45 million scaring seniors and tearing me apart.,0.0,11,11
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/171.wav,"In fact, I used to go home, my mother would tell me, Bob, all I've got is my Social Security and my Medicare, don't cut it. I wouldn't violate anything my mother said. In fact, we had a conversation about our mothers one day, a very poignant conversation in the White House. I'm concerned about healthcare.","In fact, I used to go home, my mother would tell me, said, Bob, all I've got is my Social Security and my Medicare.",0.6071428571428571,56,24
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/176.wav,"It's his trustees, the President's trustees, not mine, who says it's going to go broke.","It's his trustees, the president's trustees, not mine who say it's going to go broke.",0.0666666666666666,15,15
22_1996,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/185.wav,"But it won't be possible to do, if his tax scheme passes because even his own campaign co-chair, Senator D'Amato, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.","But it won't be possible to do if his tax scheme passes because even his own campaign co-chair, Senator DeMoto, says he'll have to cut Medicare even more than was cut in the bill that I vetoed.",0.027027027027027,37,37
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/180.wav,"Stop scaring the seniors, Mr. President. You've already spent $45 million scaring seniors and tearing me apart. I think it's time to have a truce.","Stop scaring the seniors, Mr. President.",0.76,25,6
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/203.wav,"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",He twisted arms and got six Democrats to go it the other way. We lost by one vote.,0.1666666666666666,18,18
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/216.wav,"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.","Well, here's the problem with it. It sounds very good, but there's a reason that 500 economists, including seven Nobel Prize winners and business periodicals like Businessweek and even Senator Dole's friend, Senator Warren Rudman, former Republican Senator from New Hampshire, says it is not a practical program. It's a f—",0.1666666666666666,48,51
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/236.wav,"I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus. The drunk driver had no money. Under the new bill, if I had signed it, a person like that could never have had any recovery. I thought that was wrong.","I had a person in the Oval Office who lost a child in a school bus accident, where a drunk driver caused the accident directly, but there were problems with the school bus.",0.4761904761904761,63,33
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/308.wav,"So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire and a man suggested -- a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission. And I shook hands with him on it and I appointed my members, and the commission never met.","So after Speaker Gingrich and Senator Dole took over the Congress, I went to New Hampshire, and a man suggested, a gentleman that unfortunately just passed away a couple of days ago, suggested that we appoint a commission.",0.3214285714285714,56,38
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/319.wav,"Now, we're now kidding anybody, Mr. President. Millions and millions of Americans.","No, we're not kidding anybody, Mr. President.",0.5833333333333334,12,7
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/257.wav,"You're putting a lot of business people out of business. I said that one day and Pat Moynihan, a Democrat, say, no, he said, in the history of the world. So I modified it, the largest tax increase in the history of the world.","You're putting a lot of business people out of business, small businessmen and small business women who paid 70% of your 19th, their $265 billion tax increase, the largest tax increase in the history of America.",0.5681818181818182,44,36
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/322.wav,They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it.,They know the Republican Party hasn't done it.,0.6923076923076923,26,8
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/267.wav,"Secondly, Senator Dole had some pretty harsh comments about special interest money, but it wasn't me who opposed what we tried to do to save the lives of children who were subject to tobacco and then went to the tobacco growers and bragged about standing up for the Federal government when we tried to stop the advertising, marketing, and sales of tobacco to children. And it wasn't me that let the polluters actually come into the halls of Congress, into the rooms, and rewrite the environmental laws. That's what Speaker Gingrich and Senator Dole did, not me.","Secondly, Senator Dole had some pretty harsh comments about special interest money. But it wasn't me who opposed what we tried to do to save the lives of children who are subject to tobacco, and then went to the tobacco growers and bragged about standing up for the federal government when we tried to stop the advertising, marketing, and sales of tobacco to children.",0.3505154639175257,97,64
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/301.wav,It seems to me that you have a selective memory.,"I mean, it seems to me that you have a selective memory. And, you know, mine doesn't work that way, so I just want to try to correct it as we go along.",2.3,10,33
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/311.wav,I strongly supported it. And members of Senator Dole's own party in the Senate killed it. And he was not out there urging them to vote for the McCain-Feingold bill.,"I strongly supported it, and members of Senator Dole's own party in the Senate killed it. And he was not out there urging them to vote for the McCain-Fine goal bill.",0.0666666666666666,30,31
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/338.wav,We have dramatically increased control and enforcement at the border.,We have dramatically increased control and enforcement at the border.,0.0,10,10
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/372.wav,"But let me remind you, my family has suffered from drug abuse. I know what it's like to see somebody you love nearly lose their lives, and I hate drugs, Senator. We need to do this together and we can.",But let me remind you that my family has suffered from drug abuse.,0.725,40,13
22_1996,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/354.wav,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,resist the deployment of a drug czar there because you thought it might interfere with treatment.,0.1764705882352941,17,16
22_1996,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/413.wav,"Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.","Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady bill.",0.0,49,49
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/476.wav,"Thirdly, in Bosnia it's a virtual miracle that there has been no return to war and at least there has now been an election.","Thirdly, in Bosnia, it's a virtual miracle that there has been no return to war, and at least there has now been an election, and the institutions are beginning to function.",0.2916666666666667,24,31
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/504.wav,"We provide the leadership and we're going to have to continue to provide the leadership, but let's do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.","We provide the leadership, and we're going to have to continue to provide the leadership. But let's do it on our terms when our interests are involved, and not when somebody blows a whistle at the United Nations.",0.0263157894736842,38,38
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/505.wav,"Our military is the strongest military in the world. It is the strongest, best prepared, best equipped it has ever been.",Our military is the strongest military in the world.,0.5714285714285714,21,9
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/519.wav,"I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.","And I believe the United States is at peace tonight in part because of the disciplined, careful, effective deployment of our military resources.",0.0454545454545454,22,23
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/538.wav,"In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously.","1992, before I became president, Congress passed the Cuba Democracy Act and I enforced it vigorously.",0.1111111111111111,18,16
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/579.wav,Most people want to see their own doctor. They're going to see their own doctor when Bob Dole is president. We won't threaten anybody.,Most people want to see their own doctor.,0.6666666666666666,24,8
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/588.wav,"So there are a lot of good things in this bill we should have done instead of trying this massive, massive takeover by the Federal government.","So a lot of good things in this bill that we should have done instead of trying this massive, massive takeover by the federal government.",0.1153846153846153,26,25
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/597.wav,I signed a bill to stop these drive-by deliveries when insurance companies can force people out of the hospital after 24 hours and I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.,I signed a bill to stop these drive-by deliveries where insurance companies can force people out of the hospital after 24 hours. And I vetoed Senator Dole's Medicare plan that would have forced a lot of seniors into managed care and taken a lot more money out of their pockets and led to Medicare withering on the vine.,0.0172413793103448,58,58
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/679.wav,"Prime Minister Rabin gave his life because someone in his own country literally hated him for trying to bring peace. I would like to have had a big, organized summit, but those people were killing each other, rapidly, innocent Arab children, innocent Israeli people, they were dying.",Prime Minister Rabin gave his life because someone in his own country literally hated him for trying to bring peace.,0.574468085106383,47,20
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/567.wav,His running mate Jack Kemp once said that Bob Dole never met a tax he didn't hike.,"His running mate, Jack Kemp, once said that Bob Dole never met a tax he didn't hike.",0.0,17,17
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/568.wav,"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.","And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic Party or this administration, that the 82-tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",0.0833333333333333,36,35
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/625.wav,"Well, the president's own CIA director says Saddam is stronger now than he was.",The president's own CIA director says that Saddam is stronger now than he was.,0.1428571428571428,14,14
22_1996,FalseCause,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/455.wav,"But, let's start with Somalia, where they dragged Americans through the streets, and where 18 Americans were killed one day, because they didn't have, they were pinned down for eight hours, the rangers.","Let's start with Somalia, where they dragged Americans through the streets and where 18 Americans were killed one day because they were pinned down for eight hours. The Rangers.",0.1212121212121212,33,29
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/593.wav,"Senator Dole remembers well that we actually offered not to even put in a healthcare bill in 1994, uh '93, but instead to work with the Senate Republicans and write a joint bill. And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.","Senator Dole remembers well that we actually offered not to even put in a healthcare bill in 1994, in 1993, but instead to work with the Senate Republicans and write a joint bill.",0.6075949367088608,79,33
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/699.wav,"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.","But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",0.0,36,36
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/756.wav,"It's going to be a big, big opportunity for a lot of people.","That's going to be a big, big opportunity for a lot of people.",0.0769230769230769,13,13
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/808.wav,Some schools aren't safe. Some schools aren't even safe. Your choice is nothing.,some schools aren't safe.,0.6923076923076923,13,4
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/842.wav,"And you know this liberal charge, that's what their party always drags out when they get in a tight race. It's sort of their golden oldie, you know.","And you know, this liberal charge, that's what their party always drags out when they get in a tight race.",0.2857142857142857,28,20
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/846.wav,The American people should make up their own mind.,The American people should make up their own mind.,0.0,9,9
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/851.wav,"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",The American people can make up their mind about whether that's a liberal record or a record that's good for America.,0.3225806451612903,31,21
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/880.wav,"Go back to the time he was, what, Texas director for George McGovern. George McGovern is a friend of mine, so I don't mean, but he was a liberal, proud liberal.",Go back to the time he was what Texas director for George McGovern.,0.5806451612903226,31,13
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/920.wav,"I wouldn't want to be a liberal either, Mr. President, but you're stuck with it because that's your record, that's your record in Arkansas: The biggest tax increase in history.","I wouldn't want to be a liberal either, Mr. President. You're stuck with it because that's your record.",0.4,30,18
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/984.wav,You're spending millions and millions of dollars in negative ads frightening senior citizens.,"You're spending millions and millions of dollars in negative ads, frightening senior citizens.",0.0,13,13
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/988.wav,"I used to sign welfare checks for my grandparents. I know all about poverty and all about need and all about taking care of people, and that's been my career in the United States Senate.",I used to sign welfare checks for my grandparents.,0.7428571428571429,35,9
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1017.wav,"So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.",So I rolled the dice. I put my career on the line because I really believe the future of America is on the line.,0.0,24,24
22_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1033.wav,"Republicans talk about it, but we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row.","Republicans talk about it, but we're the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row",0.0714285714285714,28,26
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/930.wav,"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.","Remember folks, even Senator Dole's campaign co-chair, Senator DeMato, says he's got to cut Medicare to pay for this.",0.1428571428571428,21,19
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/931.wav,"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.","Everybody who's looked at it, 500 economists, seven Nobel Prize winners say it's bad for the economy.",0.0,17,17
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/965.wav,"I remember one day on the floor I said now, gentlemen, let me tax your memories, and Kennedy jumped up and said, why haven't we thought of that before. You know, so one of your liberal friends.","And Kennedy jumped up and said, why haven't we thought of that before?",0.6486486486486487,37,13
22_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1007.wav,And you folks out there are going to have to choose who you think is right.,"We just see the world in different ways, and you folks out there are going to have to choose who you think is right.",0.5,16,24
22_1996,AdHominem,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/1044.wav,"He talks about a smaller government. There are actually more people in government except for people in defense related jobs. They're gone. The government's bigger than it was when President Kennedy was around, even though he says it's not.",He talks about a smaller government.,0.8461538461538461,39,6
22_1996,Slipperyslope,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/22_1996/932.wav,It's going to blow a hole in the deficit It's going to raise taxes on nine million people and require bigger cuts than the one I vetoed.,"it's going to blow a hole in the deficit, raise taxes on 9 million people, and require bigger cuts than the one I vetoed.",0.1481481481481481,27,24
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/19.wav,This is the greatest democracy in the world.,It's the greatest democracy in the world.,0.25,8,7
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/28.wav,This is a democracy in which we have the freest press and the greatest First Amendment rights in the history of mankind.,This is a democracy in which we have the freest press and the greatest First Amendment rights in the history of mankind.,0.0,22,22
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/62.wav,Our education is not up to the standards that the American family and the American people want for their children.,Our education is not up to the standards that the American family and the American people want for their children.,0.0,20,20
23_1996,Slogans,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/25.wav,"Clearly, Abraham Lincoln put it best when he said you serve your party best by serving the nation first.","Clearly Abraham Lincoln put it best when he said, you serve your party best by serving the nation first.",0.0,19,19
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/112.wav,"We ought to be very proud in our country, as most Americans are, that we've made tremendous progress, but we ought to recognize that we have more work to do.","We ought to be very proud in our country, as most Americans are, that we've made tremendous progress, but we ought to recognize that we have more work to do.",0.0,30,30
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/115.wav,"Now, I want to congratulate Mr. Kemp for being a lonely voice in the Republican party over the years on this question. It is -- it is with some sadness that I refer to the fact that the day after he joined Senator Dole's ticket, he announced that he was changing his position and was hereto, thereafter going to adopt Senator Dole's position to end all affirmative action.",Now I want to congratulate Mr. Kemp for being a lonely voice in the Republican party over the years on this question.,0.6716417910447762,67,22
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/128.wav,"That when people own something, they have a stake in the American dream. That is Affirmative Action in America.","And that's what Abraham Lincoln believed, that when people own something, they have a stake in the American dream.",0.631578947368421,19,19
23_1996,AppealtoAuthority,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/131.wav,"With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action.","With all due respect, I do not believe that Abraham Lincoln would have adopted Bob Dole's position to end all affirmative action.",0.0,22,22
23_1996,AppealtoEmotion,/workspace/patootie_code/mm_argfallacy/data/MMUSED-fallacy/audio_clips/23_1996/156.wav,It is a welfare system that is more like a third-world socialist country than what we would expect from the world's greatest democratic free-enterprise system.,It is a welfare system that is more like a third world socialist country than what we would expect from the world's greatest democratic free enterprise system.,0.16,25,27
